ID.yr,ID,year,age,offspring_inde,jul_incubeZY,final_breed,sex
A58275-ABrb--2015,A58275-ABrb,2015,1,1,NA,0,F
A58346-YNM--2014,A58346-YNM,2014,1,1,62,0,F
A58404-BBY--2015,A58404-BBY,2015,1,3,NA,0,F
A58404-BBY--2016,A58404-BBY,2016,2,8,-3,0,F
A58418-MNA--2015,A58418-MNA,2015,1,2,13,0,F
A58418-MNA--2016,A58418-MNA,2016,2,4,NA,0,F
A58421-YRN--2015,A58421-YRN,2015,1,2,1,0,F
A58422-OAN--2015,A58422-OAN,2015,1,0,15,0,F
A58422-OAN--2016,A58422-OAN,2016,2,8,-11,0,F
A58426-RNM--2015,A58426-RNM,2015,1,2,45,0,F
A58430-MBN--2015,A58430-MBN,2015,1,3,NA,0,F
A58434-AAN--2015,A58434-AAN,2015,1,0,NA,0,F
A58434-AAN--2016,A58434-AAN,2016,2,4,-5,0,F
A58443-sBry--2016,A58443-sBry,2016,1,4,24,0,F
A58447-sGyn--2016,A58447-sGyn,2016,1,5,NA,0,F
A58471-sBrb--2015,A58471-sBrb,2015,1,0,9,0,F
A58493-sBow--2015,A58493-sBow,2015,1,1,NA,0,F
A58493-sBow--2016,A58493-sBow,2016,2,11,-9,0,F
A58504-hARba--2016,A58504-hARba,2016,1,6,NA,0,F
A58559-hTyn--2015,A58559-hTyn,2015,1,2,NA,0,F
A58560-hRWrg--2016,A58560-hRWrg,2016,1,3,34,0,F
A58564-hMgw--2016,A58564-hMgw,2016,1,7,12,0,F
A59050-zOgr--2016,A59050-zOgr,2016,1,1,71,0,F
