ID.yr,ID,year,age,long_years,sex
696495-wgNN--2000,696495-wgNN,2000,9,10,F
776233-RBY--2000,776233-RBY,2000,5,7,F
776256-NRG--2000,776256-NRG,2000,5,8,F
776318-byNW--2000,776318-byNW,2000,5,6,F
776380-NBB--2000,776380-NBB,2000,5,6,F
776360-rnOA--2000,776360-rnOA,2000,5,7,F
776409-WGG--2000,776409-WGG,2000,5,6,F
776412-ONM--2000,776412-ONM,2000,5,7,F
776446-GMG--2000,776446-GMG,2000,5,8,F
776451-nrMW--2000,776451-nrMW,2000,4,6,F
776472-OMO--2000,776472-OMO,2000,5,7,F
776532-nwYN--2000,776532-nwYN,2000,4,4,F
776750-MYG--2000,776750-MYG,2000,4,5,F
776754-GGM--2000,776754-GGM,2000,4,4,F
776764-ORM--2000,776764-ORM,2000,4,9,F
776767-BMB--2000,776767-BMB,2000,4,5,F
803909-BAB--2000,803909-BAB,2000,4,5,F
804076-YbrY--2000,804076-YbrY,2000,3,5,F
804102-YwrB--2000,804102-YwrB,2000,3,4,F
804131-OobW--2000,804131-OobW,2000,3,6,F
804146-RbyO--2000,804146-RbyO,2000,3,6,F
804160-GwrW--2000,804160-GwrW,2000,3,6,F
804212-WWW--2000,804212-WWW,2000,3,4,F
804217-WNM--2000,804217-WNM,2000,3,8,F
804218-NGO--2000,804218-NGO,2000,3,5,F
804230-OGR--2000,804230-OGR,2000,3,4,F
804305-YrbM--2000,804305-YrbM,2000,2,2,F
804308-YybW--2000,804308-YybW,2000,2,5,F
832093-NAY--2000,832093-NAY,2000,2,3,F
832100-AboR--2000,832100-AboR,2000,2,4,F
832102-BboA--2000,832102-BboA,2000,2,4,F
832105-WboG--2000,832105-WboG,2000,2,4,F
832117-NybM--2000,832117-NybM,2000,2,3,F
832121-OAY--2000,832121-OAY,2000,2,3,F
832131-GrbG--2000,832131-GrbG,2000,2,4,F
832173-GWM--2000,832173-GWM,2000,2,4,F
832183-YYO--2000,832183-YYO,2000,2,2,F
832184-YGM--2000,832184-YGM,2000,2,8,F
832188-YMM--2000,832188-YMM,2000,2,3,F
832190-YMN--2000,832190-YMN,2000,2,7,F
832193-YNB--2000,832193-YNB,2000,2,4,F
832195-YNG--2000,832195-YNG,2000,2,8,F
832197-YWG--2000,832197-YWG,2000,2,3,F
832217-OBO--2000,832217-OBO,2000,2,9,F
832226-BMG--2000,832226-BMG,2000,2,9,F
832230-NAB--2000,832230-NAB,2000,2,2,F
832242-NAA--2000,832242-NAA,2000,2,4,F
832368-wnAM--2000,832368-wnAM,2000,1,4,F
832376-RWO--2000,832376-RWO,2000,2,4,F
832419-wnNO--2000,832419-wnNO,2000,1,2,F
832434-gyOA--2000,832434-gyOA,2000,1,2,F
832448-ogMY--2000,832448-ogMY,2000,1,7,F
832472-boNO--2000,832472-boNO,2000,1,2,F
832485-BBA--2000,832485-BBA,2000,1,3,F
832486-WOO--2000,832486-WOO,2000,1,5,F
832487-NWA--2000,832487-NWA,2000,1,3,F
832513-ogAB--2000,832513-ogAB,2000,1,2,F
832518-OMB--2000,832518-OMB,2000,1,1,F
776013-_yryr--2000,776013-_yryr,2000,1,2,F
832545-RYA--2000,832545-RYA,2000,1,5,F
832546-YRA--2000,832546-YRA,2000,1,3,F
832547-OYB--2000,832547-OYB,2000,1,3,F
832548-BYM--2000,832548-BYM,2000,1,2,F
832550-AMN--2000,832550-AMN,2000,1,1,F
832551-ABY--2000,832551-ABY,2000,1,3,F
832552-YGA--2000,832552-YGA,2000,1,3,F
832553-BWA--2000,832553-BWA,2000,1,3,F
832554-NNA--2000,832554-NNA,2000,1,2,F
832555-YAA--2000,832555-YAA,2000,1,8,F
832558-BRM--2000,832558-BRM,2000,1,3,F
832559-WON--2000,832559-WON,2000,1,3,F
832560-NAW--2000,832560-NAW,2000,1,3,F
832561-RRA--2000,832561-RRA,2000,1,3,F
832562-AOA--2000,832562-AOA,2000,1,6,F
832563-OAB--2000,832563-OAB,2000,1,2,F
832565-MRW--2000,832565-MRW,2000,1,6,F
832568-BRG--2000,832568-BRG,2000,1,2,F
832570-WYO--2000,832570-WYO,2000,1,4,F
832572-MYA--2000,832572-MYA,2000,1,2,F
832573-ABN--2000,832573-ABN,2000,1,2,F
832574-ogogog--2000,832574-ogogog,2000,1,2,F
832595-WYA--2000,832595-WYA,2000,1,5,F
832596-RWA--2000,832596-RWA,2000,1,3,F
832624-GRG--2000,832624-GRG,2000,1,2,F
776233-RBY--2001,776233-RBY,2001,6,7,F
776256-NRG--2001,776256-NRG,2001,6,8,F
776318-byNW--2001,776318-byNW,2001,6,6,F
776360-rnOA--2001,776360-rnOA,2001,6,7,F
776412-ONM--2001,776412-ONM,2001,6,7,F
776446-GMG--2001,776446-GMG,2001,6,8,F
776451-nrMW--2001,776451-nrMW,2001,5,6,F
776472-OMO--2001,776472-OMO,2001,6,7,F
776764-ORM--2001,776764-ORM,2001,5,9,F
776767-BMB--2001,776767-BMB,2001,5,5,F
804076-YbrY--2001,804076-YbrY,2001,4,5,F
804131-OobW--2001,804131-OobW,2001,4,6,F
804146-RbyO--2001,804146-RbyO,2001,4,6,F
804160-GwrW--2001,804160-GwrW,2001,4,6,F
804212-WWW--2001,804212-WWW,2001,4,4,F
804217-WNM--2001,804217-WNM,2001,4,8,F
804218-NGO--2001,804218-NGO,2001,4,5,F
804308-YybW--2001,804308-YybW,2001,3,5,F
832100-AboR--2001,832100-AboR,2001,3,4,F
832102-BboA--2001,832102-BboA,2001,3,4,F
832105-WboG--2001,832105-WboG,2001,3,4,F
832121-OAY--2001,832121-OAY,2001,3,3,F
832131-GrbG--2001,832131-GrbG,2001,3,4,F
832173-GWM--2001,832173-GWM,2001,3,4,F
832184-YGM--2001,832184-YGM,2001,3,8,F
832188-YMM--2001,832188-YMM,2001,3,3,F
832190-YMN--2001,832190-YMN,2001,3,7,F
832193-YNB--2001,832193-YNB,2001,3,4,F
832195-YNG--2001,832195-YNG,2001,3,8,F
832217-OBO--2001,832217-OBO,2001,3,9,F
832226-BMG--2001,832226-BMG,2001,3,9,F
832242-NAA--2001,832242-NAA,2001,3,4,F
832368-wnAM--2001,832368-wnAM,2001,2,4,F
832376-RWO--2001,832376-RWO,2001,3,4,F
832419-wnNO--2001,832419-wnNO,2001,2,2,F
832448-ogMY--2001,832448-ogMY,2001,2,7,F
832485-BBA--2001,832485-BBA,2001,2,3,F
832486-WOO--2001,832486-WOO,2001,2,5,F
832487-NWA--2001,832487-NWA,2001,2,3,F
832513-ogAB--2001,832513-ogAB,2001,2,2,F
776013-_yryr--2001,776013-_yryr,2001,2,2,F
832545-RYA--2001,832545-RYA,2001,2,5,F
832546-YRA--2001,832546-YRA,2001,2,3,F
832547-OYB--2001,832547-OYB,2001,2,3,F
832551-ABY--2001,832551-ABY,2001,2,3,F
832552-YGA--2001,832552-YGA,2001,2,3,F
832553-BWA--2001,832553-BWA,2001,2,3,F
832554-NNA--2001,832554-NNA,2001,2,2,F
832555-YAA--2001,832555-YAA,2001,2,8,F
832558-BRM--2001,832558-BRM,2001,2,3,F
832559-WON--2001,832559-WON,2001,2,3,F
832560-NAW--2001,832560-NAW,2001,2,3,F
832561-RRA--2001,832561-RRA,2001,2,3,F
832562-AOA--2001,832562-AOA,2001,2,6,F
832565-MRW--2001,832565-MRW,2001,2,6,F
832568-BRG--2001,832568-BRG,2001,2,2,F
832570-WYO--2001,832570-WYO,2001,2,4,F
832593-gnWN--2001,832593-gnWN,2001,1,6,F
832595-WYA--2001,832595-WYA,2001,2,5,F
832596-RWA--2001,832596-RWA,2001,2,3,F
832598-mnMM--2001,832598-mnMM,2001,1,4,F
832624-GRG--2001,832624-GRG,2001,2,2,F
832696-goYO--2001,832696-goYO,2001,1,2,F
832697-goRW--2001,832697-goRW,2001,1,2,F
832707-goOM--2001,832707-goOM,2001,1,1,F
832789-mnRG--2001,832789-mnRG,2001,1,3,F
832817-gnYB--2001,832817-gnYB,2001,1,2,F
832860-mnMO--2001,832860-mnMO,2001,1,6,F
832869-wmMW--2001,832869-wmMW,2001,1,5,F
832934-RAM--2001,832934-RAM,2001,1,3,F
832940-goGG--2001,832940-goGG,2001,1,2,F
832947-YBA--2001,832947-YBA,2001,1,4,F
832956-OYA--2001,832956-OYA,2001,1,2,F
832959-RBA--2001,832959-RBA,2001,1,2,F
832960-NYO--2001,832960-NYO,2001,1,3,F
832962-NRB--2001,832962-NRB,2001,1,2,F
832965-NBN--2001,832965-NBN,2001,1,7,F
832967-BWN--2001,832967-BWN,2001,1,4,F
832968-MRA--2001,832968-MRA,2001,1,2,F
832970-ARM--2001,832970-ARM,2001,1,8,F
832971-AAM--2001,832971-AAM,2001,1,4,F
832972-NAO--2001,832972-NAO,2001,1,1,F
832973-YWR--2001,832973-YWR,2001,1,10,F
832974-MAB--2001,832974-MAB,2001,1,8,F
832975-GYA--2001,832975-GYA,2001,1,1,F
832977-ANM2--2001,832977-ANM2,2001,1,2,F
833049-YWA--2001,833049-YWA,2001,1,3,F
833072-RGA--2001,833072-RGA,2001,1,2,F
833540-YGW--2001,833540-YGW,2001,1,3,F
776256-NRG--2002,776256-NRG,2002,7,8,F
776446-GMG--2002,776446-GMG,2002,7,8,F
776451-nrMW--2002,776451-nrMW,2002,6,6,F
776764-ORM--2002,776764-ORM,2002,6,9,F
804131-OobW--2002,804131-OobW,2002,5,6,F
804146-RbyO--2002,804146-RbyO,2002,5,6,F
804160-GwrW--2002,804160-GwrW,2002,5,6,F
804217-WNM--2002,804217-WNM,2002,5,8,F
804308-YybW--2002,804308-YybW,2002,4,5,F
832184-YGM--2002,832184-YGM,2002,4,8,F
832190-YMN--2002,832190-YMN,2002,4,7,F
832193-YNB--2002,832193-YNB,2002,4,4,F
832195-YNG--2002,832195-YNG,2002,4,8,F
832217-OBO--2002,832217-OBO,2002,4,9,F
832226-BMG--2002,832226-BMG,2002,4,9,F
832242-NAA--2002,832242-NAA,2002,4,4,F
832368-wnAM--2002,832368-wnAM,2002,3,4,F
832448-ogMY--2002,832448-ogMY,2002,3,7,F
832486-WOO--2002,832486-WOO,2002,3,5,F
832545-RYA--2002,832545-RYA,2002,3,5,F
832546-YRA--2002,832546-YRA,2002,3,3,F
832551-ABY--2002,832551-ABY,2002,3,3,F
832555-YAA--2002,832555-YAA,2002,3,8,F
832559-WON--2002,832559-WON,2002,3,3,F
832562-AOA--2002,832562-AOA,2002,3,6,F
832565-MRW--2002,832565-MRW,2002,3,6,F
832570-WYO--2002,832570-WYO,2002,3,4,F
832593-gnWN--2002,832593-gnWN,2002,2,6,F
832595-WYA--2002,832595-WYA,2002,3,5,F
832596-RWA--2002,832596-RWA,2002,3,3,F
832598-mnMM--2002,832598-mnMM,2002,2,4,F
832789-mnRG--2002,832789-mnRG,2002,2,3,F
832860-mnMO--2002,832860-mnMO,2002,2,6,F
832869-wmMW--2002,832869-wmMW,2002,2,5,F
832934-RAM--2002,832934-RAM,2002,2,3,F
832947-YBA--2002,832947-YBA,2002,2,4,F
832956-OYA--2002,832956-OYA,2002,2,2,F
832960-NYO--2002,832960-NYO,2002,2,3,F
832965-NBN--2002,832965-NBN,2002,2,7,F
832967-BWN--2002,832967-BWN,2002,2,4,F
832970-ARM--2002,832970-ARM,2002,2,8,F
832971-AAM--2002,832971-AAM,2002,2,4,F
832973-YWR--2002,832973-YWR,2002,2,10,F
832974-MAB--2002,832974-MAB,2002,2,8,F
832977-ANM2--2002,832977-ANM2,2002,2,2,F
833201-MogR--2002,833201-MogR,2002,1,4,F
833243-NogR--2002,833243-NogR,2002,1,1,F
833276-YwmB--2002,833276-YwmB,2002,1,3,F
833109-BgnB--2002,833109-BgnB,2002,1,4,F
833121-YogN--2002,833121-YogN,2002,1,7,F
833128-YbgA--2002,833128-YbgA,2002,1,2,F
833153-BgnM--2002,833153-BgnM,2002,1,3,F
833169-BbgY--2002,833169-BbgY,2002,1,6,F
833008-RwmN--2002,833008-RwmN,2002,1,2,F
833020-BgnY--2002,833020-BgnY,2002,1,2,F
833049-YWA--2002,833049-YWA,2002,2,3,F
833072-RGA--2002,833072-RGA,2002,2,2,F
833083-OgnB--2002,833083-OgnB,2002,1,2,F
833084-RbgB--2002,833084-RbgB,2002,1,3,F
833096-YYM--2002,833096-YYM,2002,1,5,F
833518-AMO--2002,833518-AMO,2002,1,2,F
833521-MNA2--2002,833521-MNA2,2002,1,1,F
833528-MRO--2002,833528-MRO,2002,1,5,F
833535-AGM--2002,833535-AGM,2002,1,3,F
833536-NWY2--2002,833536-NWY2,2002,1,2,F
833537-BNG--2002,833537-BNG,2002,1,5,F
833538-AGN--2002,833538-AGN,2002,1,2,F
833539-AWR--2002,833539-AWR,2002,1,6,F
833540-YGW--2002,833540-YGW,2002,2,3,F
833545-RAA--2002,833545-RAA,2002,1,1,F
833666-NYA--2002,833666-NYA,2002,1,3,F
833671-YWM--2002,833671-YWM,2002,1,3,F
776764-ORM--2003,776764-ORM,2003,7,9,F
804146-RbyO--2003,804146-RbyO,2003,6,6,F
804217-WNM--2003,804217-WNM,2003,6,8,F
832184-YGM--2003,832184-YGM,2003,5,8,F
832190-YMN--2003,832190-YMN,2003,5,7,F
832195-YNG--2003,832195-YNG,2003,5,8,F
832217-OBO--2003,832217-OBO,2003,5,9,F
832226-BMG--2003,832226-BMG,2003,5,9,F
832448-ogMY--2003,832448-ogMY,2003,4,7,F
832486-WOO--2003,832486-WOO,2003,4,5,F
832545-RYA--2003,832545-RYA,2003,4,5,F
832555-YAA--2003,832555-YAA,2003,4,8,F
832562-AOA--2003,832562-AOA,2003,4,6,F
832565-MRW--2003,832565-MRW,2003,4,6,F
832570-WYO--2003,832570-WYO,2003,4,4,F
832593-gnWN--2003,832593-gnWN,2003,3,6,F
832595-WYA--2003,832595-WYA,2003,4,5,F
832598-mnMM--2003,832598-mnMM,2003,3,4,F
832860-mnMO--2003,832860-mnMO,2003,3,6,F
832869-wmMW--2003,832869-wmMW,2003,3,5,F
832947-YBA--2003,832947-YBA,2003,3,4,F
832960-NYO--2003,832960-NYO,2003,3,3,F
832965-NBN--2003,832965-NBN,2003,3,7,F
832967-BWN--2003,832967-BWN,2003,3,4,F
832970-ARM--2003,832970-ARM,2003,3,8,F
832971-AAM--2003,832971-AAM,2003,3,4,F
832973-YWR--2003,832973-YWR,2003,3,10,F
832974-MAB--2003,832974-MAB,2003,3,8,F
833201-MogR--2003,833201-MogR,2003,2,4,F
833276-YwmB--2003,833276-YwmB,2003,2,3,F
833109-BgnB--2003,833109-BgnB,2003,2,4,F
833121-YogN--2003,833121-YogN,2003,2,7,F
833153-BgnM--2003,833153-BgnM,2003,2,3,F
833169-BbgY--2003,833169-BbgY,2003,2,6,F
833049-YWA--2003,833049-YWA,2003,3,3,F
833084-RbgB--2003,833084-RbgB,2003,2,3,F
833096-YYM--2003,833096-YYM,2003,2,5,F
833528-MRO--2003,833528-MRO,2003,2,5,F
833535-AGM--2003,833535-AGM,2003,2,3,F
833536-NWY2--2003,833536-NWY2,2003,2,2,F
833537-BNG--2003,833537-BNG,2003,2,5,F
833538-AGN--2003,833538-AGN,2003,2,2,F
833539-AWR--2003,833539-AWR,2003,2,6,F
833584-NgbW--2003,833584-NgbW,2003,1,5,F
833588-OnyO--2003,833588-OnyO,2003,1,3,F
833590-OnyA--2003,833590-OnyA,2003,1,10,F
653417-gAnrW--2003,653417-gAnrW,2003,1,7,F
833592-WngM--2003,833592-WngM,2003,1,2,F
833615-AngY--2003,833615-AngY,2003,1,8,F
833666-NYA--2003,833666-NYA,2003,2,3,F
833671-YWM--2003,833671-YWM,2003,2,3,F
833665-AgbA--2003,833665-AgbA,2003,1,2,F
833676-MnyM--2003,833676-MnyM,2003,1,3,F
833679-MgoR--2003,833679-MgoR,2003,1,1,F
833742-RGM--2003,833742-RGM,2003,1,1,F
898100-OBN--2003,898100-OBN,2003,1,3,F
898300-GAR--2003,898300-GAR,2003,1,3,F
776764-ORM--2004,776764-ORM,2004,8,9,F
804217-WNM--2004,804217-WNM,2004,7,8,F
832184-YGM--2004,832184-YGM,2004,6,8,F
832190-YMN--2004,832190-YMN,2004,6,7,F
832195-YNG--2004,832195-YNG,2004,6,8,F
832217-OBO--2004,832217-OBO,2004,6,9,F
832226-BMG--2004,832226-BMG,2004,6,9,F
832448-ogMY--2004,832448-ogMY,2004,5,7,F
832486-WOO--2004,832486-WOO,2004,5,5,F
832545-RYA--2004,832545-RYA,2004,5,5,F
832555-YAA--2004,832555-YAA,2004,5,8,F
832562-AOA--2004,832562-AOA,2004,5,6,F
832565-MRW--2004,832565-MRW,2004,5,6,F
832593-gnWN--2004,832593-gnWN,2004,4,6,F
832595-WYA--2004,832595-WYA,2004,5,5,F
832598-mnMM--2004,832598-mnMM,2004,4,4,F
832860-mnMO--2004,832860-mnMO,2004,4,6,F
832869-wmMW--2004,832869-wmMW,2004,4,5,F
832947-YBA--2004,832947-YBA,2004,4,4,F
832965-NBN--2004,832965-NBN,2004,4,7,F
832970-ARM--2004,832970-ARM,2004,4,8,F
832971-AAM--2004,832971-AAM,2004,4,4,F
832973-YWR--2004,832973-YWR,2004,4,10,F
832974-MAB--2004,832974-MAB,2004,4,8,F
833201-MogR--2004,833201-MogR,2004,3,4,F
833109-BgnB--2004,833109-BgnB,2004,3,4,F
833121-YogN--2004,833121-YogN,2004,3,7,F
833169-BbgY--2004,833169-BbgY,2004,3,6,F
833084-RbgB--2004,833084-RbgB,2004,3,3,F
833096-YYM--2004,833096-YYM,2004,3,5,F
833528-MRO--2004,833528-MRO,2004,3,5,F
833537-BNG--2004,833537-BNG,2004,3,5,F
833539-AWR--2004,833539-AWR,2004,3,6,F
833584-NgbW--2004,833584-NgbW,2004,2,5,F
833588-OnyO--2004,833588-OnyO,2004,2,3,F
833590-OnyA--2004,833590-OnyA,2004,2,10,F
653417-gAnrW--2004,653417-gAnrW,2004,2,7,F
833615-AngY--2004,833615-AngY,2004,2,8,F
833666-NYA--2004,833666-NYA,2004,3,3,F
833676-MnyM--2004,833676-MnyM,2004,2,3,F
833751-ngAN--2004,833751-ngAN,2004,1,3,F
833786-noWW--2004,833786-noWW,2004,1,1,F
898095-gbAM--2004,898095-gbAM,2004,1,3,F
898242-gbAN--2004,898242-gbAN,2004,1,7,F
898100-OBN--2004,898100-OBN,2004,2,3,F
898289-noAO--2004,898289-noAO,2004,1,2,F
898300-GAR--2004,898300-GAR,2004,2,3,F
898304-gbRM--2004,898304-gbRM,2004,1,1,F
898317-GRM--2004,898317-GRM,2004,1,6,F
898319-rbBY--2004,898319-rbBY,2004,1,2,F
898330-NNN--2004,898330-NNN,2004,1,4,F
898331-OMA--2004,898331-OMA,2004,1,2,F
898332-ABR--2004,898332-ABR,2004,1,7,F
898336-GMR--2004,898336-GMR,2004,1,3,F
898338-MGB--2004,898338-MGB,2004,1,3,F
898345-RGN--2004,898345-RGN,2004,1,4,F
898346-BGW--2004,898346-BGW,2004,1,2,F
898349-RMA--2004,898349-RMA,2004,1,2,F
898351-GON--2004,898351-GON,2004,1,5,F
898353-MRB--2004,898353-MRB,2004,1,2,F
898679-BAY--2004,898679-BAY,2004,1,2,F
898738-AGY--2004,898738-AGY,2004,1,4,F
832184-YGM--2005,832184-YGM,2005,7,8,F
832195-YNG--2005,832195-YNG,2005,7,8,F
832217-OBO--2005,832217-OBO,2005,7,9,F
832226-BMG--2005,832226-BMG,2005,7,9,F
832448-ogMY--2005,832448-ogMY,2005,6,7,F
832555-YAA--2005,832555-YAA,2005,6,8,F
832565-MRW--2005,832565-MRW,2005,6,6,F
832593-gnWN--2005,832593-gnWN,2005,5,6,F
832860-mnMO--2005,832860-mnMO,2005,5,6,F
832869-wmMW--2005,832869-wmMW,2005,5,5,F
832965-NBN--2005,832965-NBN,2005,5,7,F
832970-ARM--2005,832970-ARM,2005,5,8,F
832973-YWR--2005,832973-YWR,2005,5,10,F
832974-MAB--2005,832974-MAB,2005,5,8,F
833201-MogR--2005,833201-MogR,2005,4,4,F
833109-BgnB--2005,833109-BgnB,2005,4,4,F
833121-YogN--2005,833121-YogN,2005,4,7,F
833169-BbgY--2005,833169-BbgY,2005,4,6,F
833096-YYM--2005,833096-YYM,2005,4,5,F
833528-MRO--2005,833528-MRO,2005,4,5,F
833537-BNG--2005,833537-BNG,2005,4,5,F
833539-AWR--2005,833539-AWR,2005,4,6,F
833584-NgbW--2005,833584-NgbW,2005,3,5,F
833590-OnyA--2005,833590-OnyA,2005,3,10,F
653417-gAnrW--2005,653417-gAnrW,2005,3,7,F
833615-AngY--2005,833615-AngY,2005,3,8,F
833676-MnyM--2005,833676-MnyM,2005,3,3,F
833751-ngAN--2005,833751-ngAN,2005,2,3,F
898095-gbAM--2005,898095-gbAM,2005,2,3,F
898242-gbAN--2005,898242-gbAN,2005,2,7,F
898100-OBN--2005,898100-OBN,2005,3,3,F
898300-GAR--2005,898300-GAR,2005,3,3,F
898317-GRM--2005,898317-GRM,2005,2,6,F
898330-NNN--2005,898330-NNN,2005,2,4,F
898332-ABR--2005,898332-ABR,2005,2,7,F
898336-GMR--2005,898336-GMR,2005,2,3,F
898338-MGB--2005,898338-MGB,2005,2,3,F
898345-RGN--2005,898345-RGN,2005,2,4,F
898346-BGW--2005,898346-BGW,2005,2,2,F
898351-GON--2005,898351-GON,2005,2,5,F
898353-MRB--2005,898353-MRB,2005,2,2,F
898527-weAM--2005,898527-weAM,2005,1,3,F
898591-weAR--2005,898591-weAR,2005,1,7,F
898636-rwBA--2005,898636-rwBA,2005,1,2,F
898656-bgBY--2005,898656-bgBY,2005,1,2,F
898660-onRA--2005,898660-onRA,2005,1,3,F
898676-bgBO--2005,898676-bgBO,2005,1,1,F
898679-BAY--2005,898679-BAY,2005,2,2,F
898680-AMM--2005,898680-AMM,2005,1,4,F
898685-brBA--2005,898685-brBA,2005,1,4,F
898689-weBG--2005,898689-weBG,2005,1,1,F
898695-YNY--2005,898695-YNY,2005,1,2,F
898696-RGR--2005,898696-RGR,2005,1,3,F
898697-AOO--2005,898697-AOO,2005,1,2,F
898698-GMM--2005,898698-GMM,2005,1,1,F
898700-bgNG--2005,898700-bgNG,2005,1,7,F
898716-YRO--2005,898716-YRO,2005,1,4,F
898718-weYM--2005,898718-weYM,2005,1,4,F
898725-GGA--2005,898725-GGA,2005,1,4,F
898726-WAW--2005,898726-WAW,2005,1,6,F
898728-RWM--2005,898728-RWM,2005,1,2,F
898729-NWY--2005,898729-NWY,2005,1,3,F
898731-AOB--2005,898731-AOB,2005,1,5,F
898733-OOA--2005,898733-OOA,2005,1,2,F
898735-NRR--2005,898735-NRR,2005,1,3,F
898738-AGY--2005,898738-AGY,2005,2,4,F
898739-RMY--2005,898739-RMY,2005,1,3,F
898740-MWA--2005,898740-MWA,2005,1,4,F
898742-NOM--2005,898742-NOM,2005,1,6,F
898744-GBO--2005,898744-GBO,2005,1,2,F
898746-WAB--2005,898746-WAB,2005,1,2,F
898747-ANM--2005,898747-ANM,2005,1,3,F
899051-BGM--2005,899051-BGM,2005,1,4,F
899491-WAO--2005,899491-WAO,2005,1,5,F
832184-YGM--2006,832184-YGM,2006,8,8,F
832195-YNG--2006,832195-YNG,2006,8,8,F
832217-OBO--2006,832217-OBO,2006,8,9,F
832226-BMG--2006,832226-BMG,2006,8,9,F
832555-YAA--2006,832555-YAA,2006,7,8,F
832593-gnWN--2006,832593-gnWN,2006,6,6,F
832860-mnMO--2006,832860-mnMO,2006,6,6,F
832965-NBN--2006,832965-NBN,2006,6,7,F
832970-ARM--2006,832970-ARM,2006,6,8,F
832973-YWR--2006,832973-YWR,2006,6,10,F
832974-MAB--2006,832974-MAB,2006,6,8,F
833121-YogN--2006,833121-YogN,2006,5,7,F
833169-BbgY--2006,833169-BbgY,2006,5,6,F
833096-YYM--2006,833096-YYM,2006,5,5,F
833528-MRO--2006,833528-MRO,2006,5,5,F
833537-BNG--2006,833537-BNG,2006,5,5,F
833539-AWR--2006,833539-AWR,2006,5,6,F
833584-NgbW--2006,833584-NgbW,2006,4,5,F
833590-OnyA--2006,833590-OnyA,2006,4,10,F
653417-gAnrW--2006,653417-gAnrW,2006,4,7,F
833615-AngY--2006,833615-AngY,2006,4,8,F
833751-ngAN--2006,833751-ngAN,2006,3,3,F
898242-gbAN--2006,898242-gbAN,2006,3,7,F
898317-GRM--2006,898317-GRM,2006,3,6,F
898330-NNN--2006,898330-NNN,2006,3,4,F
898332-ABR--2006,898332-ABR,2006,3,7,F
898345-RGN--2006,898345-RGN,2006,3,4,F
898351-GON--2006,898351-GON,2006,3,5,F
898527-weAM--2006,898527-weAM,2006,2,3,F
898591-weAR--2006,898591-weAR,2006,2,7,F
898660-onRA--2006,898660-onRA,2006,2,3,F
898680-AMM--2006,898680-AMM,2006,2,4,F
898685-brBA--2006,898685-brBA,2006,2,4,F
898696-RGR--2006,898696-RGR,2006,2,3,F
898700-bgNG--2006,898700-bgNG,2006,2,7,F
898716-YRO--2006,898716-YRO,2006,2,4,F
898718-weYM--2006,898718-weYM,2006,2,4,F
898725-GGA--2006,898725-GGA,2006,2,4,F
898726-WAW--2006,898726-WAW,2006,2,6,F
898729-NWY--2006,898729-NWY,2006,2,3,F
898731-AOB--2006,898731-AOB,2006,2,5,F
898735-NRR--2006,898735-NRR,2006,2,3,F
898738-AGY--2006,898738-AGY,2006,3,4,F
898739-RMY--2006,898739-RMY,2006,2,3,F
898740-MWA--2006,898740-MWA,2006,2,4,F
898742-NOM--2006,898742-NOM,2006,2,6,F
898747-ANM--2006,898747-ANM,2006,2,3,F
899051-BGM--2006,899051-BGM,2006,2,4,F
899099-ObyA--2006,899099-ObyA,2006,1,3,F
899157-MbyN--2006,899157-MbyN,2006,1,4,F
899176-AgoB--2006,899176-AgoB,2006,1,3,F
899187-AgoY--2006,899187-AgoY,2006,1,5,F
899212-OGA--2006,899212-OGA,2006,1,8,F
553418-gMYC--2006,553418-gMYC,2006,1,4,F
899231-GnrB--2006,899231-GnrB,2006,1,1,F
899239-AnrY--2006,899239-AnrY,2006,1,2,F
899265-ORR--2006,899265-ORR,2006,1,5,F
899282-BAO--2006,899282-BAO,2006,1,2,F
899283-WAR--2006,899283-WAR,2006,1,3,F
899284-WAY--2006,899284-WAY,2006,1,2,F
899289-MBW--2006,899289-MBW,2006,1,3,F
899370-GOA--2006,899370-GOA,2006,1,2,F
899373-GMY--2006,899373-GMY,2006,1,2,F
899385-ARA--2006,899385-ARA,2006,1,3,F
899435-MAY--2006,899435-MAY,2006,1,4,F
899446-BOG--2006,899446-BOG,2006,1,5,F
899467-ONA--2006,899467-ONA,2006,1,2,F
899471-YON--2006,899471-YON,2006,1,2,F
899490-anYA--2006,899490-anYA,2006,1,2,F
899491-WAO--2006,899491-WAO,2006,2,5,F
899495-RBN--2006,899495-RBN,2006,1,6,F
899499-BWR--2006,899499-BWR,2006,1,2,F
899500-BOB--2006,899500-BOB,2006,1,2,F
832217-OBO--2007,832217-OBO,2007,9,9,F
832226-BMG--2007,832226-BMG,2007,9,9,F
832965-NBN--2007,832965-NBN,2007,7,7,F
832970-ARM--2007,832970-ARM,2007,7,8,F
832973-YWR--2007,832973-YWR,2007,7,10,F
832974-MAB--2007,832974-MAB,2007,7,8,F
833121-YogN--2007,833121-YogN,2007,6,7,F
833169-BbgY--2007,833169-BbgY,2007,6,6,F
833539-AWR--2007,833539-AWR,2007,6,6,F
833584-NgbW--2007,833584-NgbW,2007,5,5,F
833590-OnyA--2007,833590-OnyA,2007,5,10,F
653417-gAnrW--2007,653417-gAnrW,2007,5,7,F
833615-AngY--2007,833615-AngY,2007,5,8,F
898242-gbAN--2007,898242-gbAN,2007,4,6,F
898317-GRM--2007,898317-GRM,2007,4,6,F
898332-ABR--2007,898332-ABR,2007,4,7,F
